,media_edad,edad,prov_residencia_persona_en_situacion_violencia_encode,genero_persona_en_situacion_de_violencia_encode,tipo_de_violencia_fisica_encode,tipo_de_violencia_psicologica_encode,tipo_de_violencia_sexual_encode,tipo_de_violencia_economica_y_patrimonial_encode,tipo_de_violencia_simbolica_encode,tipo_de_violencia_domestica_encode,modalidad_de_violencia_institucional_encode,modalidad_de_violencia_laboral_encode,modalidad_violencia_contra_libertad_reproductiva_encode,modalidad_de_violencia_obstetrica_encode,modalidad_de_violencia_mediatica_encode,modalidad_de_violencia_otras_encode,vinculo_con_la_persona_agresora_encode,genero_de_la_persona_agresora_encode,consolidado_violencias,labels_kmeans
0,33.482797518330514,33.482797518330514,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
1,33.482797518330514,34.0,22,1,0,1,0,1,1,1,0,0,0,0,0,0,0,7,3,2
2,33.482797518330514,22.0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,5,7,2,2
3,33.482797518330514,38.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
4,33.482797518330514,28.0,22,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7,5,2
5,33.482797518330514,30.0,22,1,1,1,0,0,1,1,0,0,0,0,0,0,5,7,3,2
6,33.482797518330514,30.0,22,1,1,1,1,1,0,1,0,0,0,0,0,0,5,7,5,2
7,33.482797518330514,36.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
8,33.482797518330514,25.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
9,33.482797518330514,55.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,3
10,33.482797518330514,38.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
11,33.482797518330514,28.0,22,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7,3,2
12,33.482797518330514,23.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
13,33.482797518330514,24.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
14,33.482797518330514,33.482797518330514,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
15,33.482797518330514,34.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
16,33.482797518330514,26.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
17,33.482797518330514,29.0,22,1,1,1,0,0,1,1,0,0,0,0,0,0,5,7,3,2
18,33.482797518330514,38.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
19,33.482797518330514,45.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
20,33.482797518330514,42.0,22,1,1,1,0,0,0,1,1,0,0,0,0,0,5,7,3,2
21,33.482797518330514,27.0,22,1,1,1,1,0,0,1,0,0,0,0,0,0,0,7,4,2
22,33.482797518330514,34.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
23,33.482797518330514,32.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
24,33.482797518330514,30.0,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,3,2
25,33.482797518330514,28.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
26,33.482797518330514,28.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
27,33.482797518330514,62.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,3
28,33.482797518330514,25.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
29,33.482797518330514,47.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
30,33.482797518330514,27.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
31,33.482797518330514,56.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,3
32,33.482797518330514,28.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
33,33.482797518330514,34.0,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,3,2
34,33.482797518330514,36.0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,2
35,33.482797518330514,42.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
36,33.482797518330514,31.0,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,3,2
37,33.482797518330514,33.482797518330514,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
38,33.482797518330514,58.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,3
39,33.482797518330514,23.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
40,33.482797518330514,39.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
41,33.482797518330514,54.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,3
42,33.482797518330514,26.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
43,33.482797518330514,26.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
44,33.482797518330514,42.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
45,33.482797518330514,33.482797518330514,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
46,33.482797518330514,23.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
47,33.482797518330514,23.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
48,33.482797518330514,27.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
49,33.482797518330514,34.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
50,33.482797518330514,66.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,3
51,33.482797518330514,38.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
52,33.482797518330514,42.0,22,1,0,1,0,1,0,1,0,0,0,0,0,0,5,7,3,2
53,33.482797518330514,40.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
54,33.482797518330514,26.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
55,33.482797518330514,39.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
56,33.482797518330514,33.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
57,33.482797518330514,52.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
58,33.482797518330514,34.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
59,33.482797518330514,33.482797518330514,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
60,33.482797518330514,31.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
61,33.482797518330514,24.0,22,1,1,1,0,0,1,1,0,0,0,0,0,0,5,7,3,2
62,33.482797518330514,33.482797518330514,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
63,33.482797518330514,31.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
64,33.482797518330514,33.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
65,33.482797518330514,17.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
66,33.482797518330514,32.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
67,33.482797518330514,23.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
68,33.482797518330514,25.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,5,7,4,2
69,33.482797518330514,27.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
70,33.482797518330514,21.0,22,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7,3,2
71,33.482797518330514,24.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
72,33.482797518330514,24.0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,2
73,33.482797518330514,30.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
74,33.482797518330514,47.0,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
75,33.482797518330514,22.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,2
76,33.482797518330514,22.0,22,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,3,2
77,33.482797518330514,17.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
78,33.482797518330514,33.482797518330514,22,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,4,2
79,33.482797518330514,24.0,22,1,1,1,0,0,0,1,0,0,0,0,0,0,5,7,3,2
